,title,description,published date,url,publisher
48,Electric vehicle owners are fed up with broken EV chargers and janky software - The Verge,Electric vehicle owners are fed up with broken EV chargers and janky software  The Verge,"Wed, 17 Aug 2022 07:00:00 GMT",https://www.theverge.com/2022/8/17/23308612/ev-charging-broken-unreliable-survey-jd-power,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}"
49,Gilchrist Announces Expanded Collaboration with Electric Vehicle Charging Company Volta - Michigan (.gov),Gilchrist Announces Expanded Collaboration with Electric Vehicle Charging Company Volta  Michigan (.gov),"Mon, 22 Aug 2022 19:01:23 GMT",https://www.michigan.gov/whitmer/news/press-releases/2022/08/22/gilchrist-announces-expanded-collaboration-with-electric-vehicle-charging-company-volta,"{'href': 'https://www.michigan.gov', 'title': 'Michigan (.gov)'}"
50,"SMUD teams with GM, Ford, BMW on electric vehicle smart charging pilot program - The Business Journals","SMUD teams with GM, Ford, BMW on electric vehicle smart charging pilot program  The Business Journals","Mon, 29 Aug 2022 21:34:00 GMT",https://www.bizjournals.com/sacramento/inno/stories/news/2022/08/29/smud-gm-ford-bmw-ev-smart-charging.html,"{'href': 'https://www.bizjournals.com', 'title': 'The Business Journals'}"
51,Electric Cars Have a Big Tire Conundrum - Bloomberg,Electric Cars Have a Big Tire Conundrum  Bloomberg,"Mon, 22 Aug 2022 12:09:15 GMT",https://www.bloomberg.com/news/articles/2022-08-22/electric-cars-have-a-big-tire-conundrum,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}"
52,Lincoln Electric Launches a DC Fast Charge Electric Vehicle Charger Initiative - GlobeNewswire,Lincoln Electric Launches a DC Fast Charge Electric Vehicle Charger Initiative  GlobeNewswire,"Mon, 29 Aug 2022 11:30:00 GMT",https://www.globenewswire.com/news-release/2022/08/29/2505853/0/en/Lincoln-Electric-Launches-a-DC-Fast-Charge-Electric-Vehicle-Charger-Initiative.html,"{'href': 'https://www.globenewswire.com', 'title': 'GlobeNewswire'}"
53,Payload and Towing Capacity on Electric Vehicles - Kelley Blue Book,Payload and Towing Capacity on Electric Vehicles  Kelley Blue Book ,"Thu, 18 Aug 2022 07:00:00 GMT",https://www.kbb.com/car-advice/ev-payload-towing-capacity/,"{'href': 'https://www.kbb.com', 'title': 'Kelley Blue Book'}"
54,Can't Find an Electric Car? One Startup Is Selling 'Subscriptions' - Bloomberg,Can't Find an Electric Car? One Startup Is Selling 'Subscriptions'  Bloomberg,"Sat, 13 Aug 2022 07:00:00 GMT",https://www.bloomberg.com/news/articles/2022-08-13/can-t-find-an-electric-car-one-startup-is-selling-subscriptions,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}"
55,What the EV tax credits in the IRA bill mean for you - The Washington Post,What the EV tax credits in the IRA bill mean for you  The Washington Post,"Wed, 10 Aug 2022 07:00:00 GMT",https://www.washingtonpost.com/climate-solutions/2022/08/10/electric-vehicle-ev-ira-credit-bill/,"{'href': 'https://www.washingtonpost.com', 'title': 'The Washington Post'}"
56,Electric Car Rebates and Incentives: What to Know by State - Kelley Blue Book,Electric Car Rebates and Incentives: What to Know by State  Kelley Blue Book ,"Fri, 05 Aug 2022 07:00:00 GMT",https://www.kbb.com/car-advice/electric-vehicle-rebates-by-state/,"{'href': 'https://www.kbb.com', 'title': 'Kelley Blue Book'}"
57,What Happens When an Electric Vehicle Battery Dies? - Review Geek,What Happens When an Electric Vehicle Battery Dies?  Review Geek,"Sat, 27 Aug 2022 13:00:00 GMT",https://www.reviewgeek.com/125602/what-happens-when-an-electric-vehicle-battery-dies/,"{'href': 'https://www.reviewgeek.com', 'title': 'Review Geek'}"
58,Behind the government-backed effort to create a national EV charging network - WBUR News,Behind the government-backed effort to create a national EV charging network  WBUR News,"Tue, 09 Aug 2022 07:00:00 GMT",https://www.wbur.org/onpoint/2022/08/09/americas-electric-vehicle-future-government-car-biden,"{'href': 'https://www.wbur.org', 'title': 'WBUR News'}"
59,Most electric cars are quiet. But Dodge says its future electric muscle car will be super loud - CNN,Most electric cars are quiet. But Dodge says its future electric muscle car will be super loud  CNN,"Thu, 18 Aug 2022 07:00:00 GMT",https://www.cnn.com/2022/08/17/business/dodge-electric-muscle-car/index.html,"{'href': 'https://www.cnn.com', 'title': 'CNN'}"
60,Governor Ron DeSantis Awards More Than $68 Million for Electric Transit Buses - Governor Ron DeSantis,Governor Ron DeSantis Awards More Than $68 Million for Electric Transit Buses  Governor Ron DeSantis,"Mon, 29 Aug 2022 19:41:30 GMT",https://www.flgov.com/2022/08/29/governor-ron-desantis-awards-more-than-68-million-for-electric-transit-buses/,"{'href': 'https://www.flgov.com', 'title': 'Governor Ron DeSantis'}"
61,California is number one for electric vehicle adoption - Axios,California is number one for electric vehicle adoption  Axios,"Wed, 03 Aug 2022 07:00:00 GMT",https://www.axios.com/local/san-francisco/2022/08/03/california-electric-vehicle-adoption,"{'href': 'https://www.axios.com', 'title': 'Axios'}"
62,"California electric car rebates: Underfunded, long waits - CalMatters","California electric car rebates: Underfunded, long waits  CalMatters","Tue, 02 Aug 2022 07:00:00 GMT",https://calmatters.org/environment/2022/08/california-electric-cars-rebates/,"{'href': 'https://calmatters.org', 'title': 'CalMatters'}"
63,Nio Is Winning EV Drivers' Hearts as Competition in China Spikes - Bloomberg,Nio Is Winning EV Drivers' Hearts as Competition in China Spikes  Bloomberg,"Mon, 29 Aug 2022 09:30:27 GMT",https://www.bloomberg.com/news/articles/2022-08-29/nio-is-winning-ev-drivers-hearts-as-nio-day-nears-in-china,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}"
64,Electric vehicle owners to be hit by energy price increases - The Irish World Newspaper,Electric vehicle owners to be hit by energy price increases  The Irish World Newspaper,"Mon, 29 Aug 2022 14:02:57 GMT",https://www.theirishworld.com/electric-vehicle-owners-to-be-hit-by-energy-price-increases/,"{'href': 'https://www.theirishworld.com', 'title': 'The Irish World Newspaper'}"
65,EV dealership proposed on North Burdick Street – Eagle News Online - Eagle News Online,EV dealership proposed on North Burdick Street – Eagle News Online  Eagle News Online,"Mon, 29 Aug 2022 17:19:19 GMT",https://eaglenewsonline.com/new/government/2022/08/29/ev-dealership-proposed-on-north-burdick-street/,"{'href': 'https://eaglenewsonline.com', 'title': 'Eagle News Online'}"
66,CarolinaPower Responds to Growing Demand for Electric Vehicle Charger Installations - GroundBreak Carolinas,CarolinaPower Responds to Growing Demand for Electric Vehicle Charger Installations  GroundBreak Carolinas,"Sun, 28 Aug 2022 14:03:45 GMT",https://groundbreakcarolinas.com/carolinapower-responds-to-growing-demand-for-electric-vehicle-charger-installations/,"{'href': 'https://groundbreakcarolinas.com', 'title': 'GroundBreak Carolinas'}"
67,Converse looks to install electric vehicle charging stations - mySA,Converse looks to install electric vehicle charging stations  mySA,"Mon, 29 Aug 2022 04:04:08 GMT",https://www.mysanantonio.com/news/local/communities/northeast/article/Converse-ready-to-install-electric-vehicle-17404135.php,"{'href': 'https://www.mysanantonio.com', 'title': 'mySA'}"
68,Electric Vehicle Battery Thermal Management System Market: Europe Region to Value at 16.5% CAGR During 2022 - 2031 - EIN News,Electric Vehicle Battery Thermal Management System Market: Europe Region to Value at 16.5% CAGR During 2022 - 2031  EIN News,"Mon, 29 Aug 2022 01:28:00 GMT",https://www.einnews.com/pr_news/588217450/electric-vehicle-battery-thermal-management-system-market-europe-region-to-value-at-16-5-cagr-during-2022-2031,"{'href': 'https://www.einnews.com', 'title': 'EIN News'}"
69,This 17-Year-Old Designed a Motor That Could Potentially Transform the Electric Car Industry - Smithsonian Magazine,This 17-Year-Old Designed a Motor That Could Potentially Transform the Electric Car Industry  Smithsonian Magazine,"Thu, 11 Aug 2022 07:00:00 GMT",https://www.smithsonianmag.com/innovation/this-17-year-old-designed-a-motor-that-could-potentially-transform-the-electric-car-industry-180980550/,"{'href': 'https://www.smithsonianmag.com', 'title': 'Smithsonian Magazine'}"
70,BYD Electric Cars Try Competing With Tesla Through Low Price - Bloomberg,BYD Electric Cars Try Competing With Tesla Through Low Price  Bloomberg,"Wed, 17 Aug 2022 07:00:00 GMT",https://www.bloomberg.com/news/articles/2022-08-17/byd-electric-cars-try-competing-with-tesla-through-low-price,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}"
71,"Volkswagen, Mahindra deepen electric vehicle component cooperation - Reuters","Volkswagen, Mahindra deepen electric vehicle component cooperation  Reuters","Mon, 15 Aug 2022 07:00:00 GMT",https://www.reuters.com/business/autos-transportation/volkswagen-mahindra-deepen-electric-vehicle-component-cooperation-2022-08-15/,"{'href': 'https://www.reuters.com', 'title': 'Reuters'}"
72,Ford CEO offers more clues about automaker's ambitious electric vehicle plans - CNBC,Ford CEO offers more clues about automaker's ambitious electric vehicle plans  CNBC,"Sun, 31 Jul 2022 07:00:00 GMT",https://www.cnbc.com/2022/07/31/ford-ceo-farley-outlined-plans-for-automakers-electric-vehicle-shift.html,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}"
73,Swedish environmental mining hurdles impede EU's electric vehicle battery push - Independent.ie,Swedish environmental mining hurdles impede EU's electric vehicle battery push  Independent.ie,"Tue, 30 Aug 2022 01:30:00 GMT",https://www.independent.ie/business/world/swedish-environmental-mining-hurdles-impede-eus-electric-vehicle-battery-push-41945752.html,"{'href': 'https://www.independent.ie', 'title': 'Independent.ie'}"
74,UnFudding Electric Vehicles - CleanTechnica,UnFudding Electric Vehicles  CleanTechnica,"Sun, 28 Aug 2022 05:33:21 GMT",https://cleantechnica.com/2022/08/27/unfudding/,"{'href': 'https://cleantechnica.com', 'title': 'CleanTechnica'}"
75,400 Jamaicans to be trained as electric vehicle technicians - JPS Foundation - Jamaica Observer,400 Jamaicans to be trained as electric vehicle technicians - JPS Foundation  Jamaica Observer,"Mon, 29 Aug 2022 20:58:09 GMT",https://www.jamaicaobserver.com/latest-news/400-jamaicans-to-be-trained-as-electric-vehicle-technicians-jps-foundation/,"{'href': 'https://www.jamaicaobserver.com', 'title': 'Jamaica Observer'}"
76,"Ford hikes price of electric Mustang Mach-E by as much as $8,475 due to ‘significant’ battery cost increases - CNBC","Ford hikes price of electric Mustang Mach-E by as much as $8,475 due to ‘significant’ battery cost increases  CNBC","Fri, 26 Aug 2022 14:59:41 GMT",https://www.cnbc.com/2022/08/26/ford-mustang-mach-e-price-hiked-by-as-much-as-8475-due-to-battery-costs.html,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}"
77,More efficient cars good for America (Opinion) - Reading Eagle,More efficient cars good for America (Opinion)  Reading Eagle,"Sun, 28 Aug 2022 11:07:09 GMT",https://www.readingeagle.com/2022/08/28/more-efficient-cars-good-for-america-opinion/,"{'href': 'https://www.readingeagle.com', 'title': 'Reading Eagle'}"
78,Staff Workshop on Building Decarbonization and Electric Vehicle Charging Equipment Website - California Energy Commission,Staff Workshop on Building Decarbonization and Electric Vehicle Charging Equipment Website  California Energy Commission,"Mon, 15 Aug 2022 16:45:36 GMT",https://www.energy.ca.gov/event/workshop/2022-08/staff-workshop-building-decarbonization-and-electric-vehicle-charging,"{'href': 'https://www.energy.ca.gov', 'title': 'California Energy Commission'}"
79,Gas prices are falling. So is interest in electric cars - CNN,Gas prices are falling. So is interest in electric cars  CNN,"Fri, 05 Aug 2022 07:00:00 GMT",https://www.cnn.com/2022/08/05/business/ev-hybrid-shopping-gas-prices/index.html,"{'href': 'https://www.cnn.com', 'title': 'CNN'}"
80,Rajasthan Electric vehicle policy issued: Here are the details - Jaipur Stuff,Rajasthan Electric vehicle policy issued: Here are the details  Jaipur Stuff,"Mon, 29 Aug 2022 16:02:53 GMT",https://www.jaipurstuff.com/rajasthan-electric-vehicle-policy-issued-here-are-the-details/,"{'href': 'https://www.jaipurstuff.com', 'title': 'Jaipur Stuff'}"
81,Xiaomi may build electric cars with BAIC in Beijing - www.electrive.com,Xiaomi may build electric cars with BAIC in Beijing  www.electrive.com,"Mon, 29 Aug 2022 09:13:51 GMT",https://www.electrive.com/2022/08/29/xiaomi-may-build-electric-cars-with-baic-in-beijing/,"{'href': 'https://www.electrive.com', 'title': 'www.electrive.com'}"
82,Rare Riches: Becoming an electric vehicle minerals superpower - ABC News,Rare Riches: Becoming an electric vehicle minerals superpower  ABC News,"Mon, 29 Aug 2022 03:05:00 GMT",https://www.abc.net.au/news/rural/programs/landline/2022-08-29/rare-riches:-becoming-an-electric-vehicle-minerals/14036090,"{'href': 'https://www.abc.net.au', 'title': 'ABC News'}"
83,Electric vehicle demo in Ashcroft a hit with curious residents - Ashcroft Cache Creek Journal,Electric vehicle demo in Ashcroft a hit with curious residents  Ashcroft Cache Creek Journal,"Mon, 29 Aug 2022 12:00:00 GMT",https://www.ashcroftcachecreekjournal.com/news/electric-vehicle-demo-in-ashcroft-a-hit-with-curious-residents/,"{'href': 'https://www.ashcroftcachecreekjournal.com', 'title': 'Ashcroft Cache Creek Journal'}"
84,Electric Vehicles and Fuel Cell Vehicles: Global Markets - Yahoo Finance,Electric Vehicles and Fuel Cell Vehicles: Global Markets  Yahoo Finance,"Mon, 01 Aug 2022 07:00:00 GMT",https://finance.yahoo.com/news/electric-vehicles-fuel-cell-vehicles-142400539.html,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
85,"Electric Vehicle Startup Set Out to Beat Google, Got Stuck at the Starting Line - Bloomberg","Electric Vehicle Startup Set Out to Beat Google, Got Stuck at the Starting Line  Bloomberg","Thu, 25 Aug 2022 10:30:16 GMT",https://www.bloomberg.com/news/articles/2022-08-25/arrival-arvl-set-out-to-beat-google-got-stuck-at-the-starting-line,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}"
86,"Renault Is On Right Track With New Electric Vehicle, CEO Says - Bloomberg","Renault Is On Right Track With New Electric Vehicle, CEO Says  Bloomberg","Sun, 07 Aug 2022 07:00:00 GMT",https://www.bloomberg.com/news/articles/2022-08-07/renault-is-on-right-track-with-new-electric-vehicle-ceo-says,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}"
87,Bengaluru To Have Electric Vehicle Charging Stations At Every 500 Metres By FY24 - Swarajya,Bengaluru To Have Electric Vehicle Charging Stations At Every 500 Metres By FY24  Swarajya,"Tue, 30 Aug 2022 06:14:41 GMT",https://swarajyamag.com/infrastructure/bengaluru-to-have-electric-vehicle-charging-stations-at-every-500-metres-by-fy24,"{'href': 'https://swarajyamag.com', 'title': 'Swarajya'}"
88,Plug-In Hybrid Cars Gain Ground in Race With Electric Rivals - The New York Times,Plug-In Hybrid Cars Gain Ground in Race With Electric Rivals  The New York Times,"Mon, 08 Aug 2022 07:00:00 GMT",https://www.nytimes.com/2022/08/05/business/plug-in-hybrid-electric-cars.html,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}"
89,Inflation Reduction Act is a ‘rising tide for the entire electric vehicle industry’: Analyst - Yahoo Finance,Inflation Reduction Act is a ‘rising tide for the entire electric vehicle industry’: Analyst  Yahoo Finance,"Tue, 16 Aug 2022 07:00:00 GMT",https://finance.yahoo.com/news/inflation-reduction-act-a-rising-tide-for-the-entire-electric-vehicle-industry-analyst-135918712.html,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
90,"Electric Vehicles Are Way, Way More Energy-Efficient Than Internal Combustion Vehicles - MotorTrend","Electric Vehicles Are Way, Way More Energy-Efficient Than Internal Combustion Vehicles  MotorTrend","Fri, 12 Aug 2022 07:00:00 GMT",https://www.motortrend.com/news/evs-more-efficient-than-internal-combustion-engines/,"{'href': 'https://www.motortrend.com', 'title': 'MotorTrend'}"
91,Ford CEO doesn't expect electric vehicle battery costs to drop anytime soon - CNBC,Ford CEO doesn't expect electric vehicle battery costs to drop anytime soon  CNBC,"Wed, 10 Aug 2022 07:00:00 GMT",https://www.cnbc.com/2022/08/10/ford-ceo-doesnt-expect-electric-vehicle-battery-costs-to-drop-soon.html,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}"
92,"Australia has a steep hill to climb on electric cars – but if ever there was a time, it’s now - The Guardian","Australia has a steep hill to climb on electric cars – but if ever there was a time, it’s now  The Guardian","Mon, 15 Aug 2022 07:00:00 GMT",https://www.theguardian.com/environment/commentisfree/2022/aug/15/australia-has-a-steep-hill-to-climb-on-electric-cars-but-if-ever-there-was-a-time-its-now,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}"
93,China EV Sales Are Forecast to Hit a Record 6 Million This Year - Bloomberg,China EV Sales Are Forecast to Hit a Record 6 Million This Year  Bloomberg,"Tue, 09 Aug 2022 07:00:00 GMT",https://www.bloomberg.com/news/articles/2022-08-09/china-s-july-car-sales-rise-20-on-demand-for-electric-vehicles,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}"
94,What's it like to drive cross country in an electric vehicle? This Fairfield woman found out. - CT Insider,What's it like to drive cross country in an electric vehicle? This Fairfield woman found out.  CT Insider,"Wed, 10 Aug 2022 07:00:00 GMT",https://www.ctinsider.com/fairfield/article/What-s-it-like-to-drive-cross-country-in-an-17362472.php,"{'href': 'https://www.ctinsider.com', 'title': 'CT Insider'}"
95,Why Not All Electric Cars Are The Same - SlashGear,Why Not All Electric Cars Are The Same  SlashGear,"Tue, 02 Aug 2022 07:00:00 GMT",https://www.slashgear.com/949894/why-not-all-electric-cars-are-the-same/,"{'href': 'https://www.slashgear.com', 'title': 'SlashGear'}"
96,Nissan plans rental push for electric vehicles to keep precious metals in Japan - Financial Times,Nissan plans rental push for electric vehicles to keep precious metals in Japan  Financial Times,"Tue, 02 Aug 2022 07:00:00 GMT",https://www.ft.com/content/837a53fb-2c53-4f28-8483-4081f885457d,"{'href': 'https://www.ft.com', 'title': 'Financial Times'}"
97,Acura's first electric SUV will have one of the brightest EV grilles yet - The Verge,Acura's first electric SUV will have one of the brightest EV grilles yet  The Verge,"Thu, 11 Aug 2022 07:00:00 GMT",https://www.theverge.com/2022/8/11/23301658/acura-precision-ev-tease-honda-grille,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}"
98,"Among Europe's electric car leaders Stellantis passes Tesla, challenges VW - Automotive News Europe","Among Europe's electric car leaders Stellantis passes Tesla, challenges VW  Automotive News Europe","Wed, 03 Aug 2022 07:00:00 GMT",https://europe.autonews.com/automakers/among-europes-electric-car-leaders-stellantis-passes-tesla-challenges-vw,"{'href': 'https://europe.autonews.com', 'title': 'Automotive News Europe'}"
99,Jaguar I-Pace catches on fire again – is this another Bolt EV battery fire situation? - Electrek,Jaguar I-Pace catches on fire again – is this another Bolt EV battery fire situation?  Electrek,"Mon, 01 Aug 2022 07:00:00 GMT",https://electrek.co/2022/08/01/jaguar-i-pace-catches-fire-another-bolt-ev-battery-fire-situation/,"{'href': 'https://electrek.co', 'title': 'Electrek'}"
